shipment_id,origin,destination,distance_km,route_type,departure_hour,day_of_week,is_weekend,carrier_id,carrier_reliability_score,weather_severity,traffic_congestion,has_news_disruption,delay_probability,delayed
SHP-004810,Bangalore,Delhi,2265.1,highway,4,1,0,CARRIER_012,0.7564,0.03,7.83,0,0.1297,0
SHP-004811,Mumbai,Ahmedabad,510.0,highway,3,1,0,CARRIER_003,0.5394,7.13,2.24,0,0.3649,0
SHP-004812,Mumbai,Ahmedabad,517.4,mixed,13,6,1,CARRIER_010,0.5875,3.04,1.13,0,0.0669,0
SHP-004813,Lucknow,Patna,543.7,local,4,3,0,CARRIER_005,0.9382,6.05,0.68,0,0.1247,0
SHP-004814,Ahmedabad,Indore,364.4,highway,8,5,1,CARRIER_003,0.5849,2.83,8.2,0,0.334,1
SHP-004815,Mumbai,Kolkata,2241.4,mixed,12,0,0,CARRIER_002,0.5574,7.3,8.82,0,0.5811,0
SHP-004816,Delhi,Jaipur,261.8,highway,1,4,0,CARRIER_016,0.8895,1.87,5.26,0,0.1146,0
SHP-004817,Hyderabad,Kolkata,1358.0,highway,10,0,0,CARRIER_004,0.4828,8.35,5.65,0,0.499,1
SHP-004818,Kolkata,Guwahati,991.2,highway,7,2,0,CARRIER_004,0.4985,0.73,4.22,0,0.579,1
SHP-004819,Lucknow,Patna,519.4,mixed,7,1,0,CARRIER_018,0.5474,0.24,7.99,0,0.277,1
SHP-004820,Pune,Delhi,1561.4,mixed,21,2,0,CARRIER_017,0.8285,1.32,8.74,0,0.3585,1
SHP-004821,Lucknow,Patna,563.9,mixed,22,2,0,CARRIER_011,0.5664,3.85,3.14,0,0.1392,0
SHP-004822,Guwahati,Patna,1071.6,highway,7,6,1,CARRIER_016,0.797,6.57,9.01,0,0.7835,1
SHP-004823,Pune,Delhi,1459.8,highway,21,4,0,CARRIER_001,0.6555,4.81,2.42,0,0.1152,0
SHP-004824,Chennai,Kolkata,1643.0,mixed,5,0,0,CARRIER_004,0.4481,4.76,2.2,0,0.3547,0
SHP-004825,Jaipur,Lucknow,557.0,highway,8,3,0,CARRIER_008,0.9101,8.66,8.51,0,0.3715,1
SHP-004826,Pune,Bangalore,763.8,local,22,5,1,CARRIER_016,0.7458,5.59,5.2,0,0.4917,1
SHP-004827,Hyderabad,Pune,605.9,mixed,2,3,0,CARRIER_002,0.5597,5.08,0.52,0,0.1683,0
SHP-004828,Lucknow,Patna,529.6,highway,9,4,0,CARRIER_014,0.6464,4.19,1.02,0,0.2802,0
SHP-004829,Pune,Delhi,1437.0,highway,19,3,0,CARRIER_002,0.5392,9.78,2.88,0,0.5418,0
SHP-004830,Jaipur,Lucknow,571.7,mixed,22,6,1,CARRIER_020,0.6769,2.43,1.78,0,0.1185,0
SHP-004831,Kolkata,Guwahati,1164.7,local,22,4,0,CARRIER_005,0.9524,1.56,9.96,0,0.3584,0
SHP-004832,Bangalore,Chennai,330.7,mixed,21,3,0,CARRIER_015,0.9093,4.92,7.17,0,0.0969,0
SHP-004833,Chennai,Hyderabad,656.4,local,23,6,1,CARRIER_013,0.9572,6.78,4.39,0,0.1189,1
SHP-004834,Mumbai,Ahmedabad,552.3,highway,11,1,0,CARRIER_008,0.7569,0.22,8.07,0,0.0298,0
SHP-004835,Chennai,Kolkata,1776.1,mixed,7,5,1,CARRIER_016,0.6596,8.57,2.94,0,0.7708,1
SHP-004836,Lucknow,Patna,477.9,mixed,9,5,1,CARRIER_013,0.9015,2.83,0.29,0,0.138,0
SHP-004837,Bangalore,Chennai,326.9,mixed,2,2,0,CARRIER_010,0.591,6.45,3.65,0,0.2324,0
SHP-004838,Delhi,Kolkata,1491.3,highway,3,6,1,CARRIER_014,0.572,1.73,3.58,1,0.3095,0
SHP-004839,Hyderabad,Kolkata,1605.2,local,23,2,0,CARRIER_006,0.8053,8.72,1.4,0,0.3658,1
SHP-004840,Pune,Delhi,1584.9,highway,4,6,1,CARRIER_015,0.8689,3.59,6.3,0,0.179,0
SHP-004841,Delhi,Chennai,2221.4,highway,14,0,0,CARRIER_015,0.8997,1.87,3.87,0,0.1377,0
SHP-004842,Bangalore,Chennai,329.8,mixed,5,2,0,CARRIER_010,0.6761,0.2,2.98,0,0.0211,0
SHP-004843,Delhi,Kolkata,1405.4,mixed,15,2,0,CARRIER_014,0.5601,3.09,6.04,0,0.0767,0
SHP-004844,Hyderabad,Pune,575.6,local,11,2,0,CARRIER_017,0.7677,3.79,7.23,0,0.1142,0
SHP-004845,Delhi,Chennai,2053.6,mixed,2,3,0,CARRIER_013,0.8514,0.35,9.91,1,0.2509,0
SHP-004846,Delhi,Chennai,2203.1,highway,8,5,1,CARRIER_006,0.7999,5.55,8.85,0,0.7603,1
SHP-004847,Bangalore,Delhi,2294.0,mixed,17,3,0,CARRIER_006,0.7644,4.55,0.15,0,0.5924,0
SHP-004848,Delhi,Kolkata,1466.9,local,19,4,0,CARRIER_020,0.7344,4.93,1.52,0,0.4539,1
SHP-004849,Hyderabad,Pune,546.4,mixed,6,0,0,CARRIER_017,0.6572,1.33,5.45,0,0.0158,0
SHP-004850,Pune,Delhi,1315.5,mixed,7,0,0,CARRIER_007,0.6728,3.83,4.63,0,0.5063,1
SHP-004851,Pune,Delhi,1378.7,local,17,2,0,CARRIER_015,0.929,9.68,8.73,0,0.5478,1
SHP-004852,Mumbai,Kolkata,2131.3,mixed,10,0,0,CARRIER_001,0.6537,3.57,8.15,0,0.1444,1
SHP-004853,Bangalore,Chennai,340.2,highway,1,0,0,CARRIER_014,0.445,7.93,5.29,0,0.5813,1
SHP-004854,Delhi,Kolkata,1397.5,mixed,2,0,0,CARRIER_005,0.8685,1.24,9.49,0,0.1418,0
SHP-004855,Delhi,Kolkata,1381.7,highway,8,1,0,CARRIER_007,0.66,1.23,3.59,0,0.0977,0
SHP-004856,Guwahati,Patna,909.8,highway,6,1,0,CARRIER_019,0.7178,9.99,6.52,0,0.2979,0
SHP-004857,Bangalore,Delhi,2218.4,mixed,2,1,0,CARRIER_003,0.5194,6.48,6.96,0,0.3852,0
SHP-004858,Indore,Bhopal,199.4,mixed,18,2,0,CARRIER_016,0.7711,6.65,5.09,0,0.3147,0
SHP-004859,Delhi,Jaipur,281.0,mixed,11,1,0,CARRIER_009,0.7445,4.26,2.16,0,0.1087,1
SHP-004860,Delhi,Chennai,2180.1,highway,16,6,1,CARRIER_009,0.7359,7.61,1.55,0,0.2657,1
SHP-004861,Delhi,Kolkata,1395.9,highway,0,4,0,CARRIER_010,0.5878,9.28,1.62,1,0.2124,1
SHP-004862,Bangalore,Delhi,2150.3,local,9,4,0,CARRIER_019,0.6686,0.82,3.88,0,0.191,0
SHP-004863,Hyderabad,Kolkata,1368.0,mixed,11,4,0,CARRIER_011,0.6134,1.72,6.71,0,0.2065,0
SHP-004864,Mumbai,Kolkata,2224.6,mixed,13,0,0,CARRIER_005,0.9362,8.66,3.1,0,0.2075,0
SHP-004865,Hyderabad,Kolkata,1367.4,mixed,23,3,0,CARRIER_001,0.6387,0.79,8.61,0,0.2033,1
SHP-004866,Ahmedabad,Indore,393.9,highway,11,4,0,CARRIER_005,1.0,3.59,5.96,0,0.1046,0
SHP-004867,Jaipur,Lucknow,513.1,mixed,11,6,1,CARRIER_004,0.4554,0.83,4.54,0,0.2833,0
SHP-004868,Kolkata,Guwahati,1163.0,highway,21,3,0,CARRIER_003,0.5719,4.08,3.21,1,0.3548,0
SHP-004869,Pune,Delhi,1353.2,mixed,9,1,0,CARRIER_020,0.6808,4.47,1.13,0,0.297,0
SHP-004870,Guwahati,Patna,1074.1,local,9,5,1,CARRIER_009,0.8252,1.8,5.5,1,0.4619,1
SHP-004871,Hyderabad,Pune,508.9,highway,3,1,0,CARRIER_020,0.6591,0.82,3.78,0,0.2058,0
SHP-004872,Chennai,Kolkata,1766.5,local,17,6,1,CARRIER_011,0.7107,4.17,9.63,0,0.547,1
SHP-004873,Delhi,Kolkata,1547.0,mixed,0,2,0,CARRIER_005,1.0,5.14,7.42,1,0.2681,1
SHP-004874,Ahmedabad,Indore,380.0,highway,5,0,0,CARRIER_003,0.5866,7.37,1.35,0,0.3204,0
SHP-004875,Hyderabad,Pune,526.7,highway,10,2,0,CARRIER_016,0.7216,7.26,5.56,0,0.1642,0
SHP-004876,Guwahati,Patna,961.8,mixed,10,6,1,CARRIER_003,0.5564,0.7,8.74,0,0.1397,1
SHP-004877,Pune,Bangalore,895.2,mixed,0,3,0,CARRIER_002,0.5325,4.38,9.39,0,0.1725,0
SHP-004878,Pune,Bangalore,900.8,local,12,0,0,CARRIER_008,0.7349,8.44,9.32,1,0.6055,0
SHP-004879,Guwahati,Patna,925.7,highway,23,2,0,CARRIER_007,0.6229,5.97,8.17,0,0.2668,1
SHP-004880,Delhi,Chennai,2116.1,local,2,5,1,CARRIER_005,0.9668,8.55,2.77,0,0.5135,1
SHP-004881,Chennai,Hyderabad,596.9,highway,11,0,0,CARRIER_011,0.6615,9.51,6.32,1,0.6501,1
SHP-004882,Chennai,Kolkata,1534.7,highway,14,6,1,CARRIER_012,0.8118,3.34,7.1,0,0.2783,0
SHP-004883,Jaipur,Lucknow,586.7,highway,7,5,1,CARRIER_009,0.8439,1.33,8.34,1,0.5606,1
SHP-004884,Hyderabad,Pune,542.7,highway,13,5,1,CARRIER_011,0.6533,0.84,8.86,0,0.3002,1
SHP-004885,Mumbai,Delhi,1323.1,highway,8,5,1,CARRIER_014,0.565,1.26,5.31,0,0.1825,0
SHP-004886,Mumbai,Ahmedabad,568.8,highway,3,1,0,CARRIER_004,0.4883,6.82,3.23,1,0.2493,0
SHP-004887,Guwahati,Patna,1039.2,highway,20,5,1,CARRIER_008,0.7656,1.2,5.26,1,0.2379,1
SHP-004888,Lucknow,Patna,559.0,local,23,1,0,CARRIER_001,0.6009,9.52,9.22,0,0.2242,1
SHP-004889,Kolkata,Guwahati,998.6,highway,9,1,0,CARRIER_020,0.6483,6.59,5.26,0,0.3452,0
SHP-004890,Jaipur,Lucknow,617.3,highway,2,0,0,CARRIER_013,0.9208,9.56,1.41,0,0.154,0
SHP-004891,Bangalore,Delhi,2182.1,local,3,1,0,CARRIER_017,0.8121,5.64,4.35,0,0.5907,1
SHP-004892,Ahmedabad,Indore,400.3,mixed,21,0,0,CARRIER_016,0.7848,2.02,7.61,0,0.2244,1
SHP-004893,Delhi,Kolkata,1353.2,mixed,21,6,1,CARRIER_001,0.5995,1.68,9.74,0,0.2828,0
SHP-004894,Mumbai,Delhi,1511.3,highway,11,0,0,CARRIER_010,0.6363,7.68,4.23,0,0.4511,1
SHP-004895,Jaipur,Lucknow,575.0,mixed,20,4,0,CARRIER_018,0.469,0.0,7.97,1,0.2537,0
SHP-004896,Pune,Bangalore,894.6,mixed,5,0,0,CARRIER_012,0.8149,8.75,2.73,0,0.271,0
SHP-004897,Hyderabad,Kolkata,1546.7,local,9,6,1,CARRIER_012,0.6911,0.3,3.64,0,0.1033,0
SHP-004898,Ahmedabad,Indore,423.7,local,2,3,0,CARRIER_020,0.7026,6.04,2.98,0,0.1538,0
SHP-004899,Delhi,Chennai,2264.1,highway,13,3,0,CARRIER_015,0.8882,3.89,6.78,0,0.2657,0
SHP-004900,Ahmedabad,Indore,433.7,highway,16,0,0,CARRIER_016,0.8084,6.12,9.17,0,0.2165,0
SHP-004901,Kolkata,Guwahati,1039.6,highway,23,6,1,CARRIER_016,0.8965,7.82,8.19,0,0.5997,0
SHP-004902,Guwahati,Patna,931.0,highway,18,2,0,CARRIER_007,0.6123,1.12,5.93,0,0.2245,1
SHP-004903,Indore,Bhopal,203.3,mixed,15,0,0,CARRIER_020,0.6197,9.46,5.35,0,0.3745,0
SHP-004904,Mumbai,Kolkata,2050.6,highway,16,4,0,CARRIER_018,0.573,5.96,8.5,1,0.6562,1
SHP-004905,Hyderabad,Pune,571.1,local,15,6,1,CARRIER_001,0.7161,3.82,9.38,0,0.3819,0
SHP-004906,Indore,Bhopal,203.1,mixed,10,0,0,CARRIER_011,0.6476,9.79,7.79,0,0.4992,0
SHP-004907,Delhi,Jaipur,282.7,local,12,1,0,CARRIER_005,0.9718,8.12,6.56,1,0.7267,0
SHP-004908,Delhi,Chennai,2305.4,highway,4,4,0,CARRIER_011,0.6471,1.62,7.97,1,0.1716,1
SHP-004909,Delhi,Chennai,2101.0,mixed,0,0,0,CARRIER_017,0.6848,0.89,4.87,0,0.0912,0
SHP-004910,Indore,Bhopal,209.0,highway,18,5,1,CARRIER_014,0.5712,9.23,4.24,1,0.6508,1
SHP-004911,Pune,Delhi,1336.2,highway,11,4,0,CARRIER_016,0.7727,5.85,9.63,0,0.5407,1
SHP-004912,Lucknow,Patna,544.2,highway,20,3,0,CARRIER_009,0.8633,4.63,5.52,1,0.3752,0
SHP-004913,Mumbai,Delhi,1509.2,highway,2,2,0,CARRIER_002,0.5979,0.77,5.75,0,0.0979,0
SHP-004914,Indore,Bhopal,185.4,mixed,9,3,0,CARRIER_018,0.5029,5.42,1.17,0,0.1454,0
SHP-004915,Delhi,Chennai,2104.5,highway,6,0,0,CARRIER_002,0.5438,2.71,5.15,0,0.3373,0
SHP-004916,Bangalore,Chennai,336.4,mixed,20,5,1,CARRIER_004,0.5309,1.93,3.79,0,0.107,0
SHP-004917,Bangalore,Chennai,354.5,highway,9,4,0,CARRIER_015,0.8629,3.91,2.79,0,0.1479,0
SHP-004918,Delhi,Jaipur,275.1,mixed,15,3,0,CARRIER_009,0.7432,0.36,9.65,0,0.083,0
SHP-004919,Bangalore,Delhi,1981.4,highway,2,5,1,CARRIER_010,0.5647,5.98,9.29,0,0.6226,1
SHP-004920,Lucknow,Patna,571.5,mixed,12,3,0,CARRIER_002,0.5752,6.21,9.78,0,0.4287,0
SHP-004921,Chennai,Kolkata,1562.0,highway,10,2,0,CARRIER_004,0.5563,6.95,3.5,0,0.0671,0
SHP-004922,Hyderabad,Kolkata,1510.2,mixed,14,5,1,CARRIER_015,0.9236,0.23,6.5,0,0.3692,1
SHP-004923,Ahmedabad,Indore,407.6,mixed,14,6,1,CARRIER_012,0.8858,1.76,3.08,0,0.2634,0
SHP-004924,Guwahati,Patna,899.1,local,2,5,1,CARRIER_006,0.7806,7.72,4.45,0,0.1533,1
SHP-004925,Kolkata,Guwahati,1011.1,highway,1,3,0,CARRIER_009,0.8342,5.75,2.66,0,0.1297,0
SHP-004926,Delhi,Kolkata,1641.5,local,3,2,0,CARRIER_009,0.7417,0.09,5.84,0,0.0717,1
SHP-004927,Chennai,Hyderabad,650.7,local,5,0,0,CARRIER_019,0.8445,7.31,2.89,0,0.0691,0
SHP-004928,Ahmedabad,Indore,362.7,local,17,2,0,CARRIER_018,0.6371,4.17,2.93,1,0.5295,0
SHP-004929,Hyderabad,Pune,593.0,local,6,5,1,CARRIER_010,0.6234,2.63,4.21,0,0.4939,0
SHP-004930,Mumbai,Ahmedabad,530.9,mixed,23,5,1,CARRIER_004,0.4177,7.54,0.23,1,0.4331,0
SHP-004931,Mumbai,Delhi,1281.1,mixed,2,0,0,CARRIER_012,0.7978,3.6,8.98,0,0.4526,1
SHP-004932,Mumbai,Kolkata,2124.1,local,12,3,0,CARRIER_001,0.5989,4.54,2.22,1,0.3777,0
SHP-004933,Hyderabad,Kolkata,1499.8,highway,17,4,0,CARRIER_013,0.9258,8.61,6.31,0,0.2135,0
SHP-004934,Bangalore,Delhi,2023.1,highway,1,4,0,CARRIER_012,0.69,1.5,0.68,0,0.0874,0
SHP-004935,Chennai,Hyderabad,677.6,mixed,12,6,1,CARRIER_018,0.5826,5.66,3.82,1,0.3174,1
SHP-004936,Ahmedabad,Indore,383.3,mixed,1,0,0,CARRIER_009,0.7795,1.04,0.44,0,0.0637,0
SHP-004937,Chennai,Kolkata,1588.5,highway,18,3,0,CARRIER_012,0.7238,9.78,9.98,0,0.773,1
SHP-004938,Ahmedabad,Indore,381.8,highway,11,0,0,CARRIER_002,0.5876,3.12,8.69,0,0.1044,0
SHP-004939,Delhi,Jaipur,295.0,highway,20,5,1,CARRIER_017,0.7325,9.1,8.52,0,0.2407,0
SHP-004940,Kolkata,Guwahati,1145.3,highway,15,3,0,CARRIER_006,0.8042,3.67,2.06,0,0.1811,0
SHP-004941,Mumbai,Kolkata,2215.3,mixed,7,3,0,CARRIER_016,0.8292,8.46,5.69,0,0.4266,1
SHP-004942,Pune,Bangalore,794.5,local,3,5,1,CARRIER_005,1.0,7.65,8.68,0,0.5699,1
SHP-004943,Bangalore,Delhi,2273.1,highway,3,5,1,CARRIER_007,0.668,2.33,3.79,0,0.1692,0
SHP-004944,Hyderabad,Kolkata,1521.9,highway,0,2,0,CARRIER_006,0.7241,6.47,0.35,0,0.1188,0
SHP-004945,Mumbai,Delhi,1346.4,highway,7,5,1,CARRIER_018,0.4912,2.33,4.2,0,0.4709,1
SHP-004946,Mumbai,Kolkata,1859.5,local,17,6,1,CARRIER_016,0.7958,0.19,8.92,0,0.5538,0
SHP-004947,Chennai,Hyderabad,670.2,local,8,0,0,CARRIER_015,0.9633,3.0,1.11,0,0.2724,0
SHP-004948,Lucknow,Patna,502.6,highway,3,5,1,CARRIER_007,0.6609,7.11,0.87,0,0.1848,0
SHP-004949,Delhi,Jaipur,287.4,highway,1,0,0,CARRIER_015,0.9376,1.79,5.98,0,0.1711,0
SHP-004950,Chennai,Hyderabad,636.2,mixed,10,5,1,CARRIER_010,0.5849,6.28,2.27,0,0.2921,0
SHP-004951,Kolkata,Guwahati,991.0,mixed,5,4,0,CARRIER_015,0.9601,7.65,3.89,0,0.2305,1
SHP-004952,Delhi,Kolkata,1648.3,local,17,5,1,CARRIER_006,0.8453,3.1,3.99,1,0.4194,0
SHP-004953,Delhi,Chennai,2317.0,highway,8,4,0,CARRIER_011,0.5877,1.02,7.0,0,0.4131,1
SHP-004954,Bangalore,Chennai,349.1,mixed,3,1,0,CARRIER_020,0.6921,5.97,0.28,0,0.094,0
SHP-004955,Chennai,Hyderabad,652.7,mixed,6,4,0,CARRIER_002,0.4809,1.31,6.59,0,0.372,0
SHP-004956,Hyderabad,Pune,557.4,mixed,10,2,0,CARRIER_016,0.8147,0.03,4.91,1,0.1465,0
SHP-004957,Hyderabad,Pune,587.4,highway,0,0,0,CARRIER_014,0.5481,1.31,5.13,0,0.1077,0
SHP-004958,Chennai,Hyderabad,583.9,highway,2,0,0,CARRIER_009,0.8052,2.67,7.07,0,0.2612,0
SHP-004959,Pune,Delhi,1434.4,highway,23,6,1,CARRIER_019,0.7802,6.77,6.41,0,0.3883,0
SHP-004960,Pune,Delhi,1402.3,mixed,8,2,0,CARRIER_015,0.9261,3.33,6.77,0,0.148,0
SHP-004961,Chennai,Hyderabad,624.9,local,17,1,0,CARRIER_011,0.7095,9.19,2.99,0,0.2054,0
SHP-004962,Lucknow,Patna,524.8,highway,21,0,0,CARRIER_007,0.6559,7.42,8.53,0,0.2077,0
SHP-004963,Chennai,Kolkata,1541.5,mixed,2,0,0,CARRIER_014,0.5716,9.87,6.16,0,0.211,0
SHP-004964,Mumbai,Ahmedabad,580.5,mixed,16,5,1,CARRIER_002,0.6245,6.65,4.6,0,0.2768,0
SHP-004965,Pune,Delhi,1309.5,highway,19,0,0,CARRIER_006,0.9093,0.21,5.02,1,0.3588,0
SHP-004966,Bangalore,Chennai,315.7,local,0,5,1,CARRIER_009,0.7963,1.49,2.45,1,0.1883,0
SHP-004967,Mumbai,Ahmedabad,516.6,local,7,3,0,CARRIER_005,0.944,2.7,7.88,1,0.7811,1
SHP-004968,Kolkata,Guwahati,1126.5,highway,3,1,0,CARRIER_012,0.7396,7.03,2.78,1,0.1848,0
SHP-004969,Mumbai,Delhi,1310.3,local,0,6,1,CARRIER_018,0.5916,6.45,5.79,1,0.7468,1
SHP-004970,Bangalore,Delhi,2164.3,highway,7,3,0,CARRIER_007,0.644,2.05,9.34,0,0.4554,0
SHP-004971,Hyderabad,Kolkata,1566.8,mixed,4,2,0,CARRIER_009,0.7097,6.98,5.52,0,0.2467,1
SHP-004972,Chennai,Hyderabad,578.9,mixed,21,4,0,CARRIER_009,0.8533,2.79,0.38,0,0.0573,0
SHP-004973,Bangalore,Delhi,2358.3,mixed,5,4,0,CARRIER_015,0.9528,6.68,9.68,0,0.6674,1
SHP-004974,Delhi,Chennai,2108.8,mixed,17,5,1,CARRIER_015,0.9693,3.11,5.64,0,0.4856,1
SHP-004975,Bangalore,Delhi,2211.2,highway,1,4,0,CARRIER_005,1.0,2.1,1.82,0,0.1736,0
SHP-004976,Bangalore,Delhi,1982.6,highway,14,6,1,CARRIER_018,0.5786,4.95,4.97,0,0.2477,0
SHP-004977,Ahmedabad,Indore,416.8,mixed,16,2,0,CARRIER_013,0.9161,9.81,3.69,1,0.4494,0
SHP-004978,Bangalore,Chennai,373.8,highway,3,1,0,CARRIER_018,0.6194,6.47,4.19,1,0.4668,1
SHP-004979,Pune,Delhi,1335.5,mixed,10,0,0,CARRIER_018,0.5083,3.52,4.84,1,0.5055,1
SHP-004980,Indore,Bhopal,180.4,highway,22,1,0,CARRIER_012,0.7451,5.18,8.27,0,0.0917,0
SHP-004981,Pune,Delhi,1386.5,highway,14,5,1,CARRIER_015,0.909,4.39,2.41,0,0.2097,0
SHP-004982,Chennai,Kolkata,1498.0,local,19,5,1,CARRIER_013,0.9492,0.31,6.61,0,0.3353,1
SHP-004983,Hyderabad,Pune,614.4,local,10,2,0,CARRIER_013,0.8762,6.74,7.19,0,0.4633,1
SHP-004984,Pune,Bangalore,856.5,local,5,0,0,CARRIER_011,0.603,2.05,9.8,0,0.2603,1
SHP-004985,Hyderabad,Pune,572.1,local,11,5,1,CARRIER_005,0.9481,5.34,3.14,0,0.1176,0
SHP-004986,Delhi,Kolkata,1637.7,highway,9,5,1,CARRIER_008,0.8014,0.71,2.0,1,0.2044,0
SHP-004987,Chennai,Kolkata,1770.2,mixed,23,0,0,CARRIER_015,0.9086,7.9,9.35,1,0.6542,1
SHP-004988,Pune,Delhi,1541.1,local,10,0,0,CARRIER_015,0.8395,0.17,9.51,0,0.3829,0
SHP-004989,Pune,Delhi,1403.5,local,15,2,0,CARRIER_010,0.5251,3.21,7.78,0,0.2985,1
SHP-004990,Hyderabad,Kolkata,1450.5,highway,14,3,0,CARRIER_003,0.5584,3.83,3.87,1,0.3956,1
SHP-004991,Indore,Bhopal,186.9,local,8,0,0,CARRIER_003,0.56,7.72,9.72,0,0.2485,0
SHP-004992,Lucknow,Patna,513.7,highway,8,4,0,CARRIER_018,0.5705,9.74,5.83,0,0.1702,0
SHP-004993,Chennai,Kolkata,1616.7,local,20,3,0,CARRIER_003,0.528,1.91,2.18,0,0.2473,0
SHP-004994,Ahmedabad,Indore,371.2,highway,5,5,1,CARRIER_006,0.8538,1.39,8.26,0,0.2027,0
SHP-004995,Indore,Bhopal,189.4,mixed,9,6,1,CARRIER_002,0.5765,6.22,4.82,1,0.649,0
SHP-004996,Mumbai,Ahmedabad,524.4,mixed,16,0,0,CARRIER_005,0.9864,2.17,0.58,1,0.0295,0
SHP-004997,Mumbai,Kolkata,1971.8,local,1,3,0,CARRIER_017,0.7536,0.24,7.78,0,0.4474,1
SHP-004998,Bangalore,Delhi,2006.1,mixed,16,5,1,CARRIER_006,0.8943,2.32,8.17,0,0.2179,0
SHP-004999,Guwahati,Patna,964.9,local,19,0,0,CARRIER_017,0.6838,2.35,8.56,0,0.2651,0
SHP-005000,Jaipur,Lucknow,567.8,highway,10,5,1,CARRIER_017,0.714,5.52,1.63,0,0.2451,1
SHP-005001,Hyderabad,Pune,584.7,mixed,13,2,0,CARRIER_015,0.8952,4.5,3.36,0,0.1126,0
SHP-005002,Mumbai,Delhi,1459.1,mixed,11,5,1,CARRIER_006,0.8773,3.33,7.92,1,0.7106,1
SHP-005003,Indore,Bhopal,183.4,highway,15,4,0,CARRIER_020,0.6511,2.89,7.62,1,0.3844,0
SHP-005004,Guwahati,Patna,898.3,highway,1,6,1,CARRIER_013,0.8635,2.68,8.86,0,0.4507,0
SHP-005005,Delhi,Chennai,2094.5,local,14,1,0,CARRIER_016,0.787,8.62,5.48,1,0.6139,1
SHP-005006,Chennai,Kolkata,1546.2,highway,10,6,1,CARRIER_007,0.6594,4.61,3.11,0,0.4312,0
SHP-005007,Jaipur,Lucknow,558.1,local,0,3,0,CARRIER_014,0.622,8.55,4.11,0,0.1107,0
SHP-005008,Bangalore,Delhi,2356.1,local,19,5,1,CARRIER_014,0.5432,9.96,2.94,0,0.7278,0
SHP-005009,Mumbai,Kolkata,1919.2,mixed,3,5,1,CARRIER_012,0.7283,4.96,6.42,0,0.1975,0
SHP-005010,Delhi,Jaipur,269.9,highway,14,4,0,CARRIER_012,0.7172,9.28,4.95,0,0.2711,0
SHP-005011,Bangalore,Delhi,2246.8,highway,20,3,0,CARRIER_015,0.8948,1.75,5.67,0,0.183,0
SHP-005012,Delhi,Kolkata,1502.8,mixed,22,5,1,CARRIER_020,0.7979,3.1,6.72,0,0.3916,0
SHP-005013,Ahmedabad,Indore,363.5,highway,15,3,0,CARRIER_018,0.5882,6.59,2.39,0,0.1892,1
SHP-005014,Pune,Delhi,1351.9,local,17,6,1,CARRIER_007,0.6841,2.38,8.95,0,0.3794,0
SHP-005015,Guwahati,Patna,1076.2,highway,14,4,0,CARRIER_018,0.5691,5.92,0.47,0,0.1256,1
SHP-005016,Pune,Delhi,1334.9,highway,18,4,0,CARRIER_007,0.6611,8.99,2.45,0,0.4026,0
SHP-005017,Delhi,Kolkata,1540.5,highway,23,4,0,CARRIER_005,1.0,9.74,1.25,0,0.1562,0
SHP-005018,Lucknow,Patna,561.0,highway,11,1,0,CARRIER_004,0.5326,5.35,4.11,0,0.3317,1
SHP-005019,Delhi,Chennai,2077.7,mixed,9,5,1,CARRIER_015,0.9295,7.37,9.45,0,0.5478,0
SHP-005020,Indore,Bhopal,203.8,local,4,1,0,CARRIER_010,0.5886,6.03,8.27,0,0.4978,0
SHP-005021,Hyderabad,Kolkata,1401.0,mixed,23,4,0,CARRIER_017,0.7174,4.2,4.93,0,0.1338,0
SHP-005022,Jaipur,Lucknow,545.5,mixed,21,5,1,CARRIER_017,0.7563,3.56,4.02,0,0.2253,0
SHP-005023,Guwahati,Patna,952.7,highway,16,3,0,CARRIER_011,0.6428,6.14,0.39,0,0.1309,1
SHP-005024,Pune,Bangalore,923.4,highway,15,6,1,CARRIER_005,1.0,3.46,4.9,0,0.2806,0
SHP-005025,Hyderabad,Kolkata,1414.4,mixed,4,1,0,CARRIER_003,0.6041,7.49,2.55,1,0.7254,0
SHP-005026,Bangalore,Chennai,324.0,highway,21,1,0,CARRIER_020,0.636,1.26,0.01,0,0.0632,0
SHP-005027,Delhi,Jaipur,303.8,highway,1,2,0,CARRIER_007,0.5957,7.19,8.45,0,0.5958,1
SHP-005028,Delhi,Kolkata,1398.6,highway,14,6,1,CARRIER_001,0.62,5.11,7.22,0,0.3552,1
SHP-005029,Mumbai,Kolkata,2205.5,local,6,3,0,CARRIER_008,0.7238,0.82,9.4,1,0.5502,1
SHP-005030,Mumbai,Ahmedabad,545.9,highway,10,1,0,CARRIER_017,0.7121,8.4,4.68,1,0.4017,0
SHP-005031,Kolkata,Guwahati,1116.9,highway,2,6,1,CARRIER_002,0.5095,5.5,4.97,1,0.3705,1
SHP-005032,Bangalore,Delhi,2258.1,local,3,2,0,CARRIER_014,0.5459,7.35,5.61,0,0.7379,1
SHP-005033,Chennai,Hyderabad,658.5,mixed,9,1,0,CARRIER_009,0.7814,1.24,8.82,0,0.2114,1
SHP-005034,Bangalore,Chennai,322.7,highway,9,6,1,CARRIER_019,0.7713,1.55,2.06,0,0.1025,1
SHP-005035,Mumbai,Delhi,1539.9,mixed,21,1,0,CARRIER_009,0.7868,8.79,0.69,0,0.1549,0
